"","x"
"207","#Coles Promises To Price Match #Woolworths Spider Lettuce: https://t.co/7o1Xx4T7KV @SBSComedy https://t.co/5h1VSiN9et"
"208","Warnings not to eat Lite 'n Easy meals after salmonella outbreak https://t.co/brNuNqF8nH via @MailOnline #coles #allabouttheshareholders"
"209","Not a shock to see #Coles taking advantage of the LGBT communities for profit. https://t.co/XXNugavMzL"
"210","@brendens3 @M4G1Cal Who pays the #GST? The vendor? The buyer? Perhaps the vendor should pay. #aldi #coles #woolworths"
"211","The @Woolworths home page details #salmonella products being #recalled - but #Coles home page does not - Why @Coles? https://t.co/nxLedjJ2Oa"
"212","RT @multioptioned: @realtravey2003 happens with most #Woolworths #Coles out of season fruit &amp; vege! Fresh? Fresh out of chemical &amp; cold sto‚Ä¶"
"213","@realtravey2003 happens with most #Woolworths #Coles out of season fruit &amp; vege! Fresh? Fresh out of chemical &amp; cold storage Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç but spiders?"
"214","#Job #Australia #Coles Project Manager &amp;#8211; Victoria Full Time in #Victoria, https://t.co/rM7AdhKfms"
"215","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"216","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"217","#putoutyourlettuce #Coles #Woolworths #LettuceRecall https://t.co/vEDFAktI9A"
"218","@KarenCollierHS @theheraldsun I would say this is the end of 'salad in a bag' for good. One strike and you're out. #coles #woolies #nannas"
"219","For energy to burn, try Nice &amp; Natural Roasted Nut Bars. Half price this week. #Coles #nutbar #lunchbox https://t.co/1fri8ieRGM"
"220","Coles - Fruit &amp; Veg Specials - Valid until Thurs, 11th Feb..@Coles #coles #fruits‚Ä¶ https://t.co/q7W4TL7caN https://t.co/Z9hoJNToEq"
"221","Nothing good has ever come from salad #salmonella #woolworths #coles"
"222","RT @TheNewDailyAu: Aldi has upped the ante in its war on traditional supermarkets: https://t.co/YTymmdym8n #aldi #Woolworths #coles https:/‚Ä¶"
"223","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"224","@abcnews @Coles @woolworths #Woolworths I'd much rather the spider than the salmonella! #coles"
"225","All this talk about lettuce salmonella poisoning is just plain radicchio #Coles #Woolworths"
"226","#Great I have #toxic lettuce from #Coles &amp; #Woolies
Major #salmonella #outbreak:
https://t.co/jlmGeGKMvs
#Woolworths https://t.co/t1rWGJ2fT1"
"227","Pre-packaged salad not having the best of weeks... #Woolworths #Coles  https://t.co/2C6upK6fUY"
"228","Seems like #Woolies &amp; #Coles have proven that salad really can help u lose weight: u just have to get salmonella &amp; the kg's fall off!"
"229","My #salad bowl. #salmonella &amp; spider free. Thank you #Coles &amp; #Woolworths now #Australians will‚Ä¶ https://t.co/LVdr3c2A2H"
"230","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"231","Salmonella outbreak linked to #Coles and #Woolworths lettuce  https://t.co/4BEkooj5MD via @canberratimes #freshfood #people"
"232","@coles_frenchdip enjoying a nice cocktail... #onceandawhile #cocktails #coles #downtown‚Ä¶ https://t.co/uc58Xn0XVL"
"233","Is it only me that struggles to open those plastic shopping bags at the supermarket &amp; fruit/Vege store? #1stWorldProblem #Coles #Woolworths"
"234","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"235","RT theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/m6gnsJAF39 https://t.co/YtUF4zyXxS"
"236","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"237","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"238","RT @theage: More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"239","More salad products linked to #Coles and #Woolworths #salmonella outbreak https://t.co/BgYG4Fx2tr https://t.co/v74gWASOdW"
"240","Watch out for this! https://t.co/gKKjnVoMFq #Coles #Lettuce #Recall"
"241","#Job #Australia #Coles Trade Qualified Baker &amp;#8211; Coles Caroline Springs Part Time in #Caroline Springs VIC, https://t.co/Sfy2s3jJqD"
"242","You don't make friends with salad #coles #woolies https://t.co/ydQ5DfdK3a"
"243","Step up in this bitch like.......
I'm the one ya hitch like...."
"244","@honeybear_prudy is he the guy on j coles born sinner track?"
"245","@honeybear_prudy is he the guy on k coles born sinner track?"
"246","@DailyMailUK https://t.co/XIZbLHXBUp
Internet 101....block names, but not responders names.
#WebSearch
#NewspapersAre21stCenturyBlacksmiths"
"247","J Coles next album will be on tidal"
"248","@xskinn @linda59728 Bought myself Tim Tams today as well mate! My indulgence for the week.  Coles had them for  $1.87. #value"
"249","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"250","What's on J Coles head tho"
"251","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"252","Do some searching and you don't even need that https://t.co/yxsHEZAbHK"
"253","Guarantee you people gon be blasting ultralight beams when they roll up to the 9:30 service"
"254","ye, Coles discography doesn't reflect his actual talent https://t.co/pKaPJjSWKz"
"255","RT @zelmundo: Right, took me to church early. https://t.co/q0O1JP6N3i"
"256","@mslillywilliams @CuttsJordan @7NewsPerth @Coles @woolworths spider= saled mix nope"
"257","RT @TrillestOchoa: Lmao lotta ya'll like Cole now, funny what 2014 did to y'all, in a way I'm ashamed y'all ain't hear Coles first shit and‚Ä¶"
"258","RT @TrillestOchoa: his new stuff, but then again, everyone has to start somewhere, Coles bringing back that real shit and more are supporti‚Ä¶"
"259","his new stuff, but then again, everyone has to start somewhere, Coles bringing back that real shit and more are supporting so it's all love."
"260","Lmao lotta ya'll like Cole now, funny what 2014 did to y'all, in a way I'm ashamed y'all ain't hear Coles first shit and then progress into"
"261","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"262","I just beat Coles ass with a flip flop Ì†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏ä"
"263","RT @AbbaTTB: All 3 Of J. Cole‚Äôs Albums Are Now Certified¬†Platinum https://t.co/p6FWje5zzb https://t.co/suakOW3ezD"
"264","@coles_baby „ÅàÔºü(;„Çú‚àá„Çú)„Åà„Å£Ôºü(;„Çú‚àá„Çú)ÔΩ∑ÔæÇÔæûÔΩ≤ÔæÉÔæô?"
"265","Nigga of i was in chicago, id let off multiple clips just cause of this album."
"266","I'm just taking in how hype J Coles next album will be right now."
"267","Anonymous said: Could you list all of Cole's team's Snapchats and Instagrams please? https://t.co/2LgW25Prw6"
"268","#youknowyouraustralianwhenyou keep calling it biLo instead of coles."
"269","RT @LCFC: Join Chris Coles &amp; Chris Powell from 11.30am for all the build-up and exclusive online live commentary of #ArsLei. https://t.co/0‚Ä¶"
"270","Winner winner chicken dinner won 30 bucks at one pub then won over 200 at another pub yay taking my beautiful son out to dinner x love all x"
"271","#youknowyouraustralianwhen theres a bird flying around coles."
"272","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"273","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"274","RT @LCFC: Join Chris Coles &amp; Chris Powell from 11.30am for all the build-up and exclusive online live commentary of #ArsLei. https://t.co/0‚Ä¶"
"275","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"276","RT @TaeeMinaj: It's Valentine's Day y'all.. Ì†ΩÌ∏≠‚ù§Ô∏è Share the love!! https://t.co/0COUzEKe5Y"
"277","Tim Tams were half price in Coles. I got distracted buying some Acahchas instead."
"278","RT @maryamiscoolaf: I keep laughing at everything Coles tweeting what's wrong with me"
"279","There were lots of kinda cute...in a kinda rough kinda way shopping at Coles."
"280","dont fucking buy pizza from coles it takes like shit Ì†ΩÌ≤òÌ†ΩÌ≤òÌ†ΩÌ≤òÌ†ΩÌ≤ó"
"281","I keep laughing at everything Coles tweeting what's wrong with me"
"282","Watching j. Coles homecoming Ì†ΩÌ≤ûÌ†ΩÌ≤û"
"283","The Valentine's Day themed music in Coles was making me want to jump off a cliff."
"284","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"285","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"286","RT @IamAkademiks: The Plug already ripped Kanye's album the feast will commence...Stimulus packages all over."
"287","Man between the production of kanye, and chance verse....
I'm wiping tears b. Legit."
"288","J. Cole's 'Born Sinner' and 'Cole World: The Sideline Story' Are Now Certified Platinum @ComplexMusic https://t.co/a7Vh1gRPIX"
"289","I can't wait to start working on Coles video tomorrow Ì†ΩÌ∏Å"
"290","there were so many couples shopping together at Coles"
"291","Really Ready for J Coles album"
"292","THE LIFE OF PABLO."
"293","RT @TeefaDreamBig: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/vD4EFzyDqz"
"294","@coles_baby „Çà„Åî„Å£„Å°„Åî„ÇÅ„Çì„Å≠„ÄÅ„Åì„Çì„Å™ÊôÇ„Å´Â§â„Å™„ÅÆÊäï‰∏ã„Åó„Å¶„Åó„Åæ„Å£„Åü‚Ä¶‚Ä¶"
"295","i'm waiting out the front of coles for matt to finish work and they're playing stressed out"
"296","She said yes!"
"297","If I didn't buy Drake or Coles music , I'm not buying Kanye's lol"
"298","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"299","why are there so many people at coles on valentines day ugh"
"300","RT @LCFC: Join Chris Coles &amp; Chris Powell from 11.30am for all the build-up and exclusive online live commentary of #ArsLei. https://t.co/0‚Ä¶"
"301","Yall be cool b."
"302","RT @AbbaTTB: All 3 Of J. Cole‚Äôs Albums Are Now Certified¬†Platinum https://t.co/p6FWje5zzb https://t.co/suakOW3ezD"
"303","I turn my phone on silent I need to get away put on J. Coles warm up and let it play"
"304","Happy valentines day to me https://t.co/CheP1KMr6o"
"305","Thank you @kanyewest 
Thank you @chancetherapper"
"306","@__eilsirelandxo Coles been sleeping really bad tooÌ†ΩÌ∏ï"
"307","RT @tattedkisspers: 12. I still laugh at this https://t.co/nQJ31r14zb"
"308","omfg https://t.co/3v4MraZ2fV"
"309","Thank you #Coles for amazing valentine's day. I bought watermelon few days ago. It was on bench trolley.  Today I was really lucky that I w‚Ä¶"
"310","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"311","@malliepierson meow-col√©s"
"312","They better not do that Tidal shit with Coles album Ì†ΩÌ∏Ç"
"313","@kaylariacookie or Kendrick and J Coles ""album"""
"314","""J.Coles forest"" first time watching. #legend"
"315","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"316","RADIOTSÔº†Êñ∞ÂÆø 2016Âπ¥2Êúà06Êó• https://t.co/hUEJJy4LZL"
"317","Coles friend opened my sc"
"318","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"319","Only thing I can compare ""ultra light beams"" to is ""touch the sky"" cause of the new sound and chance appeared like Lupe. thnx @kanyewest"
"320","@JFLY710 sounds good duggie fresh"
"321","RT @laurensburr: everyone's obsessed with Dylan and Coles glo up meanwhile ur sleepin on Woodys glo up https://t.co/uFLBvLjzIR"
"322","why must everyone fight at coles party when I'm not there?¬øÌ†ΩÌ∏í"
"323","@sun_shine14 j coles my cousin"
"324","RT @LCFC: Join Chris Coles &amp; Chris Powell from 11.30am for all the build-up and exclusive online live commentary of #ArsLei. https://t.co/0‚Ä¶"
"325","When you see celebrities from My Kitchen Rules in Coles https://t.co/aUMHndpVxg"
"326","RT @laurensburr: everyone's obsessed with Dylan and Coles glo up meanwhile ur sleepin on Woodys glo up https://t.co/uFLBvLjzIR"
"327","All 3 Of J. Cole's Albums Are Now Certified Platinum - Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/2Yu6Mo1R1b"
"328","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"329","I just spent $115 @ Woolworths &amp; under their revamped rewards program that gives me zero reward $ Ì†ΩÌ±éÌ†ΩÌ±éÌ†ΩÌ±é#Woolworths. I'll be shopping @ #Coles"
"330","#NowPlaying Maya Jane Coles - The High Life (Original Mix) :: Tune In: https://t.co/z064qWQCqU"
"331","@coles I don‚Äôt mind completing surveys but I‚Äôm not answering 100 questions. You can have 2-3 mins, no more. I bet your response rate is &lt;1%"
"332","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"333","Coles is locked"
"334","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"335","RT @GarthGodsman: Is it just me, or has that Daily Mail 'woman buys milk from Coles, tries to return it to Woolies' story got bollocks writ‚Ä¶"
"336","RT @TeefaDreamBig: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/vD4EFzyDqz"
"337","Un viaje ir a la pintada de martina, no se si voy a ir porque dsp ya no andan los coles ahr"
"338","Is it just me, or has that Daily Mail 'woman buys milk from Coles, tries to return it to Woolies' story got bollocks written all over it?"
"339","Ultra light beam is forever epic."
"340","Just waiting on j Coles album to drop"
"341","I really hope this isn't true!!  Surely people know these brands are in competition with each other?  One day we... https://t.co/wPQqbw21kS"
"342","@mel_f_lem 2 favourite colours?"
"343","RT @kendricklamar: Compton. https://t.co/RRVoam3xSn"
"344","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"345","J Coles and Kendricks collab will be better"
"346","RT @TeefaDreamBig: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/vD4EFzyDqz"
"347","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/vD4EFzyDqz"
"348","@brevincoles Never scared of Coles Ì†ΩÌ∏¥Ì†ΩÌ∏Ç"
"349","Wearing Coles shirt and it smells like him and I couldn't be happier"
"350","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/XHUxz3pINV"
"351","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"352","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"353","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"354","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"355","Forgot what stupid commercially created day it was meant to be until I say Coles is chokkas with flowers, oi vey! Roll on the 15th"
"356","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"357","https://t.co/MGWHJsrKYr"
"358","@JFLY710 yeah im down man i dont get many hours anymore so lmk we can figure it out!!"
"359","The album is here but he just had to give it to tidal"
"360","Flourish  https://t.co/iRVvRqnx0b"
"361","Coles presents for Valentine's Day is fr so cute Ì†ΩÌ∏äÌ†ΩÌ∏ä I'm so excited to see his reaction"
"362","RT @LCFC: Join Chris Coles &amp; Chris Powell from 11.30am for all the build-up and exclusive online live commentary of #ArsLei. https://t.co/0‚Ä¶"
"363","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"364","RT @MsCosmoDJ: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/1978bcFRnz https://t.co/NcemadYK6z"
"365","My ice cream cake was amazing tho. Ì†ΩÌ∏ç"
"366","All 3 Of J. Cole's Albums Are Now Certified Platinum - Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/4wh5CCvIYc"
"367","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"368","@ImanitheOG ooooooh, what about the gym that's supposed to open &amp; replace Coles"
"369","Man, I seriously thought I was in love and in a serious relationship with somebody in middle school when I listened to Keshia Coles music"
